CRIME_DATE,TIME,TIME _PERIOD,MOUTH,DATE,CRIME_YEAR,CRIME_CATEGORY_NUMBER,CRIME_CATEGORY_DESCRIPTION,ZIP,LATITUDE,LONGITUDE,EVENT,WeekdayNum,STATISTICAL_CODE_DESCRIPTION
11/26/2012,17:11,9,11,26,2012,6,LARCENY THEFT,90012,34.05596,-118.23224,0,1,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
12/10/2012,18:12,10,12,10,2012,6,LARCENY THEFT,90012,34.05596,-118.23224,0,1,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
12/15/2012,18:12,10,12,15,2012,4,AGGRAVATED ASSAULT,90012,34.05596,-118.23224,1,6,"ASSAULT, AGGRAVATED: ADW - KNIFE"
12/5/2013,18:12,10,12,5,2013,16,NARCOTICS,90012,34.05596,-118.23224,0,4,Felony Possession of a Controlled Substance (excluding Marijuana)
1/25/2013,19:01,10,1,25,2013,16,NARCOTICS,90012,34.05596,-118.23224,0,5,NARCOTICS: Found Narcotics
7/20/2012,19:07,10,7,20,2012,29,FELONIES MISCELLANEOUS,90012,34.05596,-118.23224,0,5,"FELONIES, MISCELLANEOUS: All Other Felonies"
10/25/2010,19:10,10,10,25,2010,30,MISDEMEANORS MISCELLANEOUS,90012,34.05596,-118.23224,0,1,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
1/3/2012,20:01,11,1,3,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05596,-118.23224,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/1/2013,20:02,11,2,1,2013,19,DISORDERLY CONDUCT,90012,34.05596,-118.23224,0,5,DISORDERLY CONDUCT: Disturbing The Peace/Court Disturbances
3/22/2012,20:03,11,3,22,2012,6,LARCENY THEFT,90012,34.05596,-118.23224,0,4,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
4/10/2014,20:04,11,4,10,2014,16,NARCOTICS,90012,34.05596,-118.23224,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
5/24/2011,20:05,11,5,24,2011,30,MISDEMEANORS MISCELLANEOUS,90012,34.05596,-118.23224,0,2,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
8/20/2013,20:08,11,8,20,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05596,-118.23224,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
1/5/2014,21:01,11,1,5,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05596,-118.23224,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/5/2012,21:04,11,4,5,2012,18,DRUNK / ALCOHOL / DRUGS,90012,34.05596,-118.23224,0,4,DRUNK: Alcohol
4/24/2013,21:04,11,4,24,2013,6,LARCENY THEFT,90012,34.05596,-118.23224,0,3,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
6/29/2011,21:06,11,6,29,2011,30,MISDEMEANORS MISCELLANEOUS,90012,34.05596,-118.23224,0,3,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
1/3/2013,22:01,12,1,3,2013,24,VANDALISM,90012,34.05596,-118.23224,0,4,VANDALISM FELONY
5/23/2012,22:05,12,5,23,2012,10,FRAUD AND NSF CHECKS,90012,34.05596,-118.23224,0,3,FRAUD: Fraud By False Pretenses
3/15/2013,23:03,12,3,15,2013,4,AGGRAVATED ASSAULT,90012,34.05596,-118.23224,0,5,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
11/22/2011,23:11,12,11,22,2011,6,LARCENY THEFT,90012,34.05596,-118.23224,0,2,GRAND THEFT: Purse Snatch
7/13/2012,00:07,1,7,13,2012,24,VANDALISM,90012,34.05597,-118.2441,0,5,VANDALISM: Graffiti/Tagging
1/24/2012,09:01,5,1,24,2012,29,FELONIES MISCELLANEOUS,90012,34.05597,-118.2441,0,2,"FELONIES, MISCELLANEOUS: False Report Bomb/Emergency"
2/20/2011,09:02,5,2,20,2011,6,LARCENY THEFT,90012,34.05597,-118.2441,2,7,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
6/10/2014,11:06,6,6,10,2014,5,BURGLARY,90012,34.05597,-118.2441,0,2,"BURGLARY, OTHER STRUCTURE: Night, Entry No Force"
12/26/2014,13:12,7,12,26,2014,24,VANDALISM,90012,34.05597,-118.2441,2,5,VANDALISM MISD
12/4/2010,13:12,7,12,4,2010,5,BURGLARY,90012,34.05597,-118.2441,1,6,"BURGLARY, OTHER STRUCTURE: Unknown, Entry No Force"
5/10/2012,22:05,12,5,10,2012,16,NARCOTICS,90012,34.05597,-118.2441,0,4,Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)
2/11/2012,08:02,5,2,11,2012,16,NARCOTICS,90012,34.05597,-118.2319,1,6,Felony Possession of a Controlled Substance (excluding Marijuana)
11/7/2013,08:11,5,11,7,2013,16,NARCOTICS,90012,34.05597,-118.2319,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
1/16/2012,11:01,6,1,16,2012,16,NARCOTICS,90012,34.05597,-118.2319,2,1,Felony Possession of a Controlled Substance (excluding Marijuana)
10/13/2012,11:10,6,10,13,2012,30,MISDEMEANORS MISCELLANEOUS,90012,34.05597,-118.2319,1,6,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
5/23/2011,12:05,7,5,23,2011,12,SEX OFFENSES MISDEMEANORS,90012,34.05597,-118.2319,0,1,SEX MISDEMEANORS: Engage/Solicit Lewd Or Obscene Conduct
12/23/2013,12:12,7,12,23,2013,16,NARCOTICS,90012,34.05597,-118.2319,0,1,NARCOTICS: Marijuana Misdemeanors (Less Than 1 oz)
2/18/2011,14:02,8,2,18,2011,18,DRUNK / ALCOHOL / DRUGS,90012,34.05597,-118.2319,0,5,DRUNK: Alcohol
9/17/2012,18:09,10,9,17,2012,27,FEDERAL OFFENSES W/O MONEY,90012,34.05597,-118.2319,0,1,FEDERAL OFFENSES WITHOUT MONEY: Counterfeiting Federal Documents
9/2/2012,19:09,10,9,2,2012,18,DRUNK / ALCOHOL / DRUGS,90012,34.05597,-118.2319,2,7,DRUNK: Alcohol
7/3/2011,11:07,6,7,3,2011,5,BURGLARY,90012,34.05604,-118.22144,2,7,"BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force"
4/9/2012,16:04,9,4,9,2012,5,BURGLARY,90012,34.05604,-118.22144,0,1,"BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force"
6/30/2011,06:06,4,6,30,2011,18,DRUNK / ALCOHOL / DRUGS,90012,34.05622,-118.23202,0,4,DRUNK: Alcohol
1/25/2014,07:01,4,1,25,2014,24,VANDALISM,90012,34.05622,-118.23202,1,6,VANDALISM: Graffiti/Tagging
11/7/2013,21:11,11,11,7,2013,14,WEAPON LAWS,90012,34.05622,-118.23202,0,4,WEAPON LAWS: Felony
6/1/2010,18:06,10,6,1,2010,30,MISDEMEANORS MISCELLANEOUS,90012,34.05628,-118.23734,0,2,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
9/15/2010,18:09,10,9,15,2010,30,MISDEMEANORS MISCELLANEOUS,90012,34.05628,-118.23734,0,3,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
1/1/2010,19:01,10,1,1,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05628,-118.23734,2,5,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
11/19/2014,08:11,5,11,19,2014,12,SEX OFFENSES MISDEMEANORS,90012,34.05629,-118.24132,0,3,SEX MISDEMEANORS: Indecent Exposure
7/1/2014,00:07,1,7,1,2014,26,RECEIVING STOLEN PROPERTY,90012,34.05631,-118.23077,0,2,RECEIVING STOLEN PROPERTY: Receiving Stolen Property
7/18/2013,03:07,2,7,18,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.05631,-118.23725,0,4,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
7/18/2013,08:07,5,7,18,2013,6,LARCENY THEFT,90012,34.05631,-118.23725,0,4,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
9/21/2013,06:09,4,9,21,2013,6,LARCENY THEFT,90012,34.05636,-118.23757,1,6,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)"
11/26/2013,07:11,4,11,26,2013,6,LARCENY THEFT,90012,34.05636,-118.23757,0,2,"GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)"
8/22/2013,08:08,5,8,22,2013,16,NARCOTICS,90012,34.05636,-118.23757,0,4,Felony Possession of a Controlled Substance (excluding Marijuana)
11/19/2013,08:11,5,11,19,2013,10,FRAUD AND NSF CHECKS,90012,34.05636,-118.23757,0,2,FRAUD: Fraud By False Pretenses
5/7/2012,09:05,5,5,7,2012,16,NARCOTICS,90012,34.05636,-118.23757,0,1,Felony Possession of a Controlled Substance (excluding Marijuana)
4/13/2014,11:04,6,4,13,2014,4,AGGRAVATED ASSAULT,90012,34.05636,-118.23757,1,7,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
8/11/2014,11:08,6,8,11,2014,6,LARCENY THEFT,90012,34.05636,-118.23757,0,1,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)"
12/1/2013,12:12,7,12,1,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05636,-118.23757,2,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/5/2012,14:04,8,4,5,2012,14,WEAPON LAWS,90012,34.05636,-118.23757,0,4,WEAPON LAWS: Felony
7/9/2012,14:07,8,7,9,2012,4,AGGRAVATED ASSAULT,90012,34.05636,-118.23757,0,1,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
11/13/2010,14:11,8,11,13,2010,3,ROBBERY,90012,34.05636,-118.23757,1,6,"ROBBERY, STRONG-ARM: Other"
3/7/2012,15:03,8,3,7,2012,16,NARCOTICS,90012,34.05636,-118.23757,0,3,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
6/10/2012,15:06,8,6,10,2012,6,LARCENY THEFT,90012,34.05636,-118.23757,1,7,GRAND THEFT: Pick Pocket
9/12/2012,16:09,9,9,12,2012,16,NARCOTICS,90012,34.05636,-118.23757,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
12/26/2013,17:12,9,12,26,2013,16,NARCOTICS,90012,34.05636,-118.23757,2,4,Felony Possession of a Controlled Substance (excluding Marijuana)
6/10/2014,18:06,10,6,10,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05636,-118.23757,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/26/2012,18:10,10,10,26,2012,6,LARCENY THEFT,90012,34.05636,-118.23757,0,5,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
6/10/2012,19:06,10,6,10,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05636,-118.23757,1,7,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
10/14/2012,23:10,12,10,14,2012,30,MISDEMEANORS MISCELLANEOUS,90012,34.05636,-118.23757,1,7,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
3/10/2011,13:03,7,3,10,2011,19,DISORDERLY CONDUCT,90012,34.05641,-118.24461,0,4,DISORDERLY CONDUCT: Telephone Annoyance
8/9/2013,20:08,11,8,9,2013,24,VANDALISM,90012,34.05646,-118.23975,0,5,VANDALISM: Graffiti/Tagging
5/18/2014,18:05,10,5,18,2014,24,VANDALISM,90012,34.05649,-118.24449,1,7,VANDALISM FELONY
3/10/2010,05:03,3,3,10,2010,16,NARCOTICS,90012,34.05649,-118.20692,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
9/2/2010,09:09,5,9,2,2010,4,AGGRAVATED ASSAULT,90012,34.05649,-118.20692,0,4,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
1/25/2011,10:01,6,1,25,2011,16,NARCOTICS,90012,34.05649,-118.20692,0,2,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
1/12/2011,16:01,9,1,12,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05649,-118.20692,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/13/2011,20:05,11,5,13,2011,16,NARCOTICS,90012,34.05649,-118.20692,0,5,NARCOTICS: Miscellaneous Felonies
7/24/2010,22:07,12,7,24,2010,6,LARCENY THEFT,90012,34.05649,-118.20692,1,6,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
3/4/2014,20:03,11,3,4,2014,4,AGGRAVATED ASSAULT,90012,34.0565,-118.24449,0,2,"ASSAULT, AGGRAVATED: ADW - GUN"
10/5/2013,11:10,6,10,5,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.05666,-118.24835,1,6,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
10/1/2013,12:10,7,10,1,2013,23,VEHICLE / BOATING LAWS,90012,34.05666,-118.24835,0,2,VEHICLE AND BOATING LAWS: Misdemeanor
10/30/2013,17:10,9,10,30,2013,16,NARCOTICS,90012,34.05666,-118.24835,0,3,NARCOTICS: Found Narcotics
3/30/2013,23:03,12,3,30,2013,19,DISORDERLY CONDUCT,90012,34.05666,-118.24835,1,6,DISORDERLY CONDUCT: Telephone Annoyance
7/10/2014,03:07,2,7,10,2014,24,VANDALISM,90012,34.05696,-118.24766,0,4,VANDALISM: Graffiti/Tagging
9/27/2012,11:09,6,9,27,2012,16,NARCOTICS,90012,34.05696,-118.24766,0,4,NARCOTICS: Found Narcotics
4/8/2014,14:04,8,4,8,2014,6,LARCENY THEFT,90012,34.05696,-118.24766,0,2,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
6/1/2014,18:06,10,6,1,2014,16,NARCOTICS,90012,34.05696,-118.24766,1,7,NARCOTICS: Found Narcotics
8/16/2014,19:08,10,8,16,2014,6,LARCENY THEFT,90012,34.05696,-118.24766,1,6,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
12/31/2013,21:12,11,12,31,2013,18,DRUNK / ALCOHOL / DRUGS,90012,34.05696,-118.24766,2,2,DRUNK: Alcohol
8/11/2011,19:08,10,8,11,2011,23,VEHICLE / BOATING LAWS,90012,34.05705,-118.20836,0,4,VEHICLE AND BOATING LAWS: Misdemeanor
4/22/2013,06:04,4,4,22,2013,6,LARCENY THEFT,90012,34.05715,-118.24551,0,1,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
7/3/2013,08:07,5,7,3,2013,5,BURGLARY,90012,34.05715,-118.24551,0,3,"BURGLARY, OTHER STRUCTURE: Day, Entry No Force"
3/3/2012,10:03,6,3,3,2012,24,VANDALISM,90012,34.05715,-118.24551,1,6,VANDALISM MISD
7/8/2014,10:07,6,7,8,2014,19,DISORDERLY CONDUCT,90012,34.05715,-118.24551,0,2,DISORDERLY CONDUCT: Disturbing The Peace/Court Disturbances
12/20/2013,10:12,6,12,20,2013,24,VANDALISM,90012,34.05715,-118.24551,0,5,VANDALISM: Graffiti/Tagging
1/3/2012,11:01,6,1,3,2012,29,FELONIES MISCELLANEOUS,90012,34.05715,-118.24551,0,2,"FELONIES, MISCELLANEOUS: All Other Felonies"
9/14/2011,11:09,6,9,14,2011,30,MISDEMEANORS MISCELLANEOUS,90012,34.05715,-118.24551,0,3,HATE INCIDENTS - NON CRIMINAL
4/4/2011,13:04,7,4,4,2011,19,DISORDERLY CONDUCT,90012,34.05715,-118.24551,0,1,DISORDERLY CONDUCT: Telephone Annoyance
2/24/2012,14:02,8,2,24,2012,24,VANDALISM,90012,34.05715,-118.24551,0,5,VANDALISM: Graffiti/Tagging
8/11/2011,14:08,8,8,11,2011,9,FORGERY,90012,34.05715,-118.24551,0,4,WORTHLESS DOCUMENTS/FORGERY: Forgery - Other
8/21/2013,14:08,8,8,21,2013,6,LARCENY THEFT,90012,34.05715,-118.24551,0,3,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
11/16/2010,14:11,8,11,16,2010,28,FEDERAL OFFENSES WITH MONEY,90012,34.05715,-118.24551,0,2,FEDERAL OFFENSES WITH MONEY: Counterfeiting U.S. Money
8/18/2014,17:08,9,8,18,2014,6,LARCENY THEFT,90012,34.05715,-118.24551,0,1,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
12/24/2014,17:12,9,12,24,2014,6,LARCENY THEFT,90012,34.05715,-118.24551,2,3,"GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)"
1/7/2013,18:01,10,1,7,2013,6,LARCENY THEFT,90012,34.05715,-118.24551,0,1,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
1/3/2012,22:01,12,1,3,2012,6,LARCENY THEFT,90012,34.05715,-118.24551,0,2,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
4/14/2011,23:04,12,4,14,2011,24,VANDALISM,90012,34.05715,-118.24551,0,4,VANDALISM MISD
4/9/2013,23:04,12,4,9,2013,19,DISORDERLY CONDUCT,90012,34.05715,-118.24551,0,2,DISORDERLY CONDUCT: Telephone Annoyance
7/30/2011,23:07,12,7,30,2011,5,BURGLARY,90012,34.05715,-118.24551,1,6,"BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force"
7/23/2013,23:07,12,7,23,2013,6,LARCENY THEFT,90012,34.05715,-118.24551,0,2,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
6/10/2010,15:06,8,6,10,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05718,-118.20848,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/26/2010,18:06,10,6,26,2010,16,NARCOTICS,90012,34.05718,-118.20848,1,6,NARCOTICS: Marijuana Misdemeanors (Less Than 1 oz)
10/13/2010,11:10,6,10,13,2010,6,LARCENY THEFT,90012,34.05728,-118.24553,0,3,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
7/23/2010,13:07,7,7,23,2010,6,LARCENY THEFT,90012,34.05728,-118.24553,0,5,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
7/23/2010,13:07,7,7,23,2010,6,LARCENY THEFT,90012,34.05728,-118.24553,0,5,"GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)"
10/20/2014,02:10,2,10,20,2014,6,LARCENY THEFT,90012,34.05735,-118.24304,0,1,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
11/16/2014,05:11,3,11,16,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05735,-118.24304,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/30/2014,10:09,6,9,30,2014,6,LARCENY THEFT,90012,34.05735,-118.24304,0,2,GRAND THEFT: Purse Snatch
9/17/2014,11:09,6,9,17,2014,6,LARCENY THEFT,90012,34.05735,-118.24304,0,3,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
10/10/2014,11:10,6,10,10,2014,9,FORGERY,90012,34.05735,-118.24304,0,5,WORTHLESS DOCUMENTS/FORGERY: Forgery - Other
9/4/2014,12:09,7,9,4,2014,17,LIQUOR LAWS,90012,34.05735,-118.24304,0,4,LIQUOR LAWS: All Other Liquor Law Violations
11/29/2014,12:11,7,11,29,2014,30,MISDEMEANORS MISCELLANEOUS,90012,34.05735,-118.24304,2,6,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
10/5/2014,16:10,9,10,5,2014,18,DRUNK / ALCOHOL / DRUGS,90012,34.05735,-118.24304,1,7,DRUNK: Alcohol
6/24/2013,16:06,9,6,24,2013,16,NARCOTICS,90012,34.05744,-118.24257,0,1,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
1/5/2012,10:01,6,1,5,2012,16,NARCOTICS,90012,34.05763,-118.23161,0,4,NARCOTICS: Found Narcotics
10/30/2010,09:10,5,10,30,2010,16,NARCOTICS,90012,34.05767,-118.27605,1,6,Felony Possession of a Controlled Substance (excluding Marijuana)
9/17/2014,14:09,8,9,17,2014,4,AGGRAVATED ASSAULT,90012,34.05775,-118.28422,0,3,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
11/23/2012,14:11,8,11,23,2012,16,NARCOTICS,90012,34.05782,-118.21015,2,5,Felony Possession of a Controlled Substance (excluding Marijuana)
3/13/2013,17:03,9,3,13,2013,16,NARCOTICS,90012,34.05788,-118.23984,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
6/28/2012,10:06,6,6,28,2012,16,NARCOTICS,90012,34.0581,-118.23705,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
5/5/2014,20:05,11,5,5,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.0581,-118.23705,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/6/2012,17:09,9,9,6,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05811,-118.23717,0,4,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
2/8/2010,23:02,12,2,8,2010,9,FORGERY,90012,34.05838,-118.25129,0,1,WORTHLESS DOCUMENTS/FORGERY: Forgery - Checks/Money Orders
9/15/2010,17:09,9,9,15,2010,24,VANDALISM,90012,34.05839,-118.24219,0,3,VANDALISM: Graffiti/Tagging
12/28/2010,19:12,10,12,28,2010,16,NARCOTICS,90012,34.05839,-118.24219,0,2,NARCOTICS: Found Narcotics
4/1/2010,16:04,9,4,1,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05884,-118.23273,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/12/2014,00:02,1,2,12,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05885,-118.23294,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
1/23/2014,09:01,5,1,23,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05885,-118.23294,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/9/2011,10:05,6,5,9,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05885,-118.23294,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/6/2014,14:05,8,5,6,2014,24,VANDALISM,90012,34.05885,-118.23294,0,2,VANDALISM: Vandalism Jail
2/1/2014,18:02,10,2,1,2014,4,AGGRAVATED ASSAULT,90012,34.05885,-118.23294,1,6,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
3/13/2014,20:03,11,3,13,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05885,-118.23294,0,4,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
7/9/2013,15:07,8,7,9,2013,6,LARCENY THEFT,90012,34.05887,-118.24108,0,2,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
3/21/2010,12:03,7,3,21,2010,23,VEHICLE / BOATING LAWS,90012,34.05888,-118.23227,1,7,VEHICLE AND BOATING LAWS: Misdemeanor
2/13/2012,19:02,10,2,13,2012,16,NARCOTICS,90012,34.05888,-118.23227,0,1,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
11/3/2011,07:11,4,11,3,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05891,-118.23275,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/7/2013,20:11,11,11,7,2013,4,AGGRAVATED ASSAULT,90012,34.05891,-118.23275,0,4,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
9/11/2011,23:09,12,9,11,2011,16,NARCOTICS,90012,34.05893,-118.21263,1,7,Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)
12/6/2012,07:12,4,12,6,2012,16,NARCOTICS,90012,34.05893,-118.2419,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
11/1/2011,09:11,5,11,1,2011,16,NARCOTICS,90012,34.05893,-118.2419,0,2,NARCOTICS: Marijuana (Felony) Hashish/Hashish Oil (Poss/Sales)
11/3/2011,09:11,5,11,3,2011,16,NARCOTICS,90012,34.05893,-118.2419,0,4,NARCOTICS: Under The Influence Of Narcotic (11550 H+S)
9/9/2013,10:09,6,9,9,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05893,-118.2419,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/26/2012,10:10,6,10,26,2012,16,NARCOTICS,90012,34.05893,-118.2419,0,5,Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)
1/9/2013,12:01,7,1,9,2013,10,FRAUD AND NSF CHECKS,90012,34.05893,-118.2419,0,3,FRAUD: Fraud By False Pretenses
5/4/2012,12:05,7,5,4,2012,16,NARCOTICS,90012,34.05893,-118.2419,0,5,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
11/7/2011,13:11,7,11,7,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05893,-118.2419,0,1,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
10/22/2013,15:10,8,10,22,2013,16,NARCOTICS,90012,34.05893,-118.2419,0,2,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
9/15/2011,16:09,9,9,15,2011,9,FORGERY,90012,34.05893,-118.2419,0,4,WORTHLESS DOCUMENTS/FORGERY: Forgery - Other
12/31/2014,16:12,9,12,31,2014,18,DRUNK / ALCOHOL / DRUGS,90012,34.05893,-118.2419,2,3,DRUNK: Alcohol
1/22/2013,17:01,9,1,22,2013,16,NARCOTICS,90012,34.05893,-118.2419,0,2,NARCOTICS: Marijuana (Felony) Hashish/Hashish Oil (Poss/Sales)
2/4/2012,18:02,10,2,4,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05893,-118.2419,1,6,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
2/17/2013,18:02,10,2,17,2013,16,NARCOTICS,90012,34.05893,-118.2419,2,7,NARCOTICS: Under The Influence Of Narcotic (11550 H+S)
7/4/2011,19:07,10,7,4,2011,16,NARCOTICS,90012,34.05893,-118.2419,2,1,NARCOTICS: Under The Influence Of Narcotic (11550 H+S)
12/6/2012,20:12,11,12,6,2012,16,NARCOTICS,90012,34.05893,-118.2419,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
4/28/2010,09:04,5,4,28,2010,14,WEAPON LAWS,90012,34.059,-118.23213,0,3,WEAPON LAWS: Felony
1/4/2010,10:01,6,1,4,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.059,-118.23213,2,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/24/2010,10:06,6,6,24,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.059,-118.23213,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/7/2014,10:11,6,11,7,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.059,-118.23213,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/15/2010,12:04,7,4,15,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.059,-118.23213,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/7/2010,13:06,7,6,7,2010,29,FELONIES MISCELLANEOUS,90012,34.059,-118.23213,0,1,"FELONIES, MISCELLANEOUS: Escape, Adult/Juvenile"
9/9/2010,15:09,8,9,9,2010,4,AGGRAVATED ASSAULT,90012,34.059,-118.23213,0,4,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
1/25/2010,16:01,9,1,25,2010,24,VANDALISM,90012,34.059,-118.23213,0,1,VANDALISM: Vandalism Jail
